,genre,keywords,director,popularity,tagline,original_title,imdb_id,id
1734,action adventure drama romance thriller war,alcoholic expatriate film fishing french hemingway island martinique nazis noir resistance sidekick singer,Howard Hawks,10.003167,talk about t.n.t.! this is it!,To Have and Have Not,37382,1734
1735,adventure drama western,19th and boy cattle cattle century dog dog ranch ranch,Robert Stevenson,12.887829,"all the heart, all the excitement of a great frontier adventure!",Old Yeller,50798,1735
1736,animation comedy family animation comedy family,food science weather food science weather,Phil Lord,11.665693,prepare to get served.,Cloudy with a Chance of Meatballs,844471,1736
1737,drama,derby director duringcreditsstinger roller sport woman,Drew Barrymore,14.511442,be your own hero,Whip It,1172233,1737
1738,crime drama thriller,attorney baseball bat courtroom deal district explosion justice passage secret tattoo vigilantism,F. Gary Gray,16.639047,the system must pay.,Law Abiding Citizen,1197624,1738
1739,horror mystery,aftercreditsstinger,Kevin Greutert,17.360894,the game has come full circle,Saw VI,1233227,1739
1740,fiction mystery science thriller,abduction alaska alaska alaska alien anchorage ancient astronaut audio based brother cassette cover-up disappearance documentary duringcreditsstinger fake fake faked footage hospital hypnosis investigation nome on patient police psychotherapy relationship sister story supposedly true ufo wheelchair,Olatunde Osunsanmi,13.751992,there are four kinds of alien encounters. the fourth kind is abduction.,The Fourth Kind,1220198,1740
1741,fiction science thriller,alien box button conspiracy control decision experiment gift homicide key money murder police research sacrifice scientist stalker stranger test violence,Richard Kelly,10.424946,all you have to do is push the button.,The Box,362478,1741
1742,drama,adoption american american duringcreditsstinger education football football player private school sport,John Lee Hancock,12.753109,based on the extraordinary true story,The Blind Side,878804,1742
1743,horror,angel angels apocalypse demon desert diner religion,Scott Stewart,13.795875,"when the last angel falls, the fight for mankind begins.",Legion,1038686,1743
1744,horror thriller,adult animal cabin cabin filmed head in killing mounted phone plot speaker the twist video wall woods young,Drew Goddard,14.811958,if you hear a strange sound outside... have sex,The Cabin in the Woods,1259521,1744
1745,action adventure drama thriller war,baghdad destruction iraqi mass of weapon,Paul Greengrass,11.174041,chief warrant officer roy miller is done following orders,Green Zone,947810,1745
1746,action adventure fantasy,ages ambush blood catholic church fight hero horse inquisition knife knight middle monk ritual witch,Dominic Sena,13.471159,not all souls can be saved.,Season of the Witch,479997,1746
1747,adventure comedy fiction science,female forty hot incest machine nudity one-night overtones pan peter skiing something stand syndrome time time travel tub,Steve Pink,11.967652,kick some past,Hot Tub Time Machine,1231587,1747
1748,documentary,activist and boat cove death dolphin dying expose fishing japan nationalism ocean suffering whaling,Louie Psihoyos,12.492389,shallow water. deep secret.,The Cove,1313104,1748
1749,crime drama thriller,ambulance bank based best boston boston car chase dealer drug fenway fire florist flower friend friends garden hold-up laundering manager massachusetts money money novel on on park police robbery set shop stolen volunteer,Ben Affleck,13.081203,welcome to the bank robbery capital of america.,The Town,840361,1749
1750,horror thriller,halloween west,Michael Dougherty,10.304654,"poison, drowning, claw, or knife. so many ways to take a life.",Trick 'r Treat,862856,1750
1751,horror mystery thriller,bad dreams extreme franchise freddy krueger pedophilia reboot remake revenge slasher supernatural violence,Samuel Bayer,10.40191,never sleep again.,A Nightmare on Elm Street,1179056,1751
1752,action crime,adaptation adult book comedy comic crime fighter identity kickass mafia murder realism rookie secret superhero teenager violence young,Matthew Vaughn,17.26045,shut up. kick ass.,Kick-Ass,1250777,1752
1753,comedy drama,1960s alcohol breathing brochure cockfight debate fire puerto rico rum tongue tv vomiting,Bruce Robinson,10.110504,one part outrage. one part justice. three parts rum. mix well.,The Rum Diary,376136,1753
1754,action fantasy thriller,alternative asylum brothel escape fantasy imagination inmate lobotomy reality robot violence,Zack Snyder,13.779527,you will be unprepared,Sucker Punch,978764,1754
1755,adventure comedy fantasy fiction science,derek flint spoof spy spy super,Daniel Mann,11.714305,the original man of mystery!,Our Man Flint,59557,1755
1756,action comedy crime,baseball car card cop daughter duringcreditsstinger in laundering locked money new of officer police police trunk undercover wedding york,Kevin Smith,14.313079,rock out with your glock out,Cop Out,1385867,1756
1757,action adventure drama,ancient ancient behind britain empire enemy lines roman rome sole survivor violence world,Neil Marshall,13.00941,history is written in blood,Centurion,1020558,1757
1758,horror thriller,cannibal,Declan O'Brien,12.257121,what you don't see will kill you.,Wrong Turn 3: Left for Dead,1261978,1758
1759,horror mystery,demonic entity footage found haunting possession psychic,Oren Peli,12.706424,what happens when you sleep?,Paranormal Activity,1179904,1759
1760,drama romance,attraction boyfriend business director ex-girlfriend infidelity loyalty marriage new party temptation trip trust woman writer york,Massy Tadjedin,15.280219,temptation can lead anywhere.,Last Night,1294688,1760
1761,comedy fantasy,televison,Peter Hyams,13.72021,something weird's on the air.,Stay Tuned,105466,1761
1762,horror romance thriller horror romance thriller,asylum necrophilia rape asylum necrophilia rape,Marcel Sarmiento,10.698928,you'll never have anything better.,Deadgirl,896534,1762
1763,adventure drama romance,adultery affair africa extramarital sahara,Bernardo Bertolucci,13.798247,a woman's dangerous and erotic journey...,The Sheltering Sky,100594,1763
1764,adventure drama fantasy romance,bite fang graduation immortality vamp vampire werewolf,David Slade,34.047399,it all begins ... with a choice.,The Twilight Saga: Eclipse,1325004,1764
1765,horror,killer powers satanic supernatural,Robert Englund,15.360682,people who dial 976-evil receive supernatural powers and turn into satanic killers.,976-EVIL,94597,1765
1766,comedy drama romance,director wedding woman,Nisha Ganatra,14.571699,have your life and eat it too.,Cake,413879,1766
1767,fiction science thriller,cyborg,Albert Pyun,11.48313,in the future... it pays to be more than human.,Nemesis,107668,1767
1768,action crime drama mystery thriller,abuse arson defector domestic friendship hacker identity investigation journalist new soviet,Daniel Alfredson,14.38601,fight fire with fire,Flickan som lekte med elden,1216487,1768
1769,drama romance,airplane arousal bangkok cheating erotic explicit fantasy female hair movie nudity nudity promiscuity pubic sex sex sex sexual sexual simulated wife,Just Jaeckin,12.855473,let's you feel good without feeling bad,Emmanuelle,71464,1769
1770,action adventure fantasy thriller,adult antidote based best friend novel on spider stew vampire wolfman young,Paul Weitz,10.829432,meet darren. he's sixteen going on immortal.,Cirque du Freak: The Vampire's Assistant,450405,1770
1771,drama fantasy romance,based chicago complication diary future love love marriage novel nudity on relationship romance sex time time time tragic travel travel traveler,Robert Schwentke,13.682598,,The Time Traveler's Wife,452694,1771
1772,action adventure fiction science,aftercreditsstinger alien based cinematic comic comic duringcreditsstinger invasion marvel marvel new on shield superhero superhero team universe york,Joss Whedon,89.887648,some assembly required.,The Avengers,848228,1772
1773,animation family,alligator american animation baby bone child cloud dog eel football helmet pixar porcupine short stork thunder,Peter Sohn,12.916643,charming and cute and clever,Partly Cloudy,1425244,1773
1774,fiction horror science,alien based crash england escaped exploration hospital life-form london on patient quatermass rocket rocket series space suspense tv,Val Guest,11.455239,,The Quatermass Xperiment,49646,1774
1775,animation comedy family,animation dog pixar short,Ronnie del Carmen,10.998646,,Dug's Special Mission,1537759,1775
1776,animation family,crime solving,Tim Maltby,10.584972,,Aloha Scooby-Doo!,433771,1776
1777,fiction romance science thriller,angeles black chaos comedy cult diner elevator explosion film gas gun helicopter los night nuclear one panic payphone riot station war,Steve De Jarnatt,10.018693,there are 70 minutes to the end of the world. where can you hide?,Miracle Mile,97889,1777
1778,comedy drama family fantasy,baseball,William Dear,10.892812,ya gotta believe!,Angels in the Outfield,109127,1778
1779,action comedy,black blaxploitation duringcreditsstinger people spoof,Scott Sanders,10.92143,he's super bad. he's outta sight. he's...,Black Dynamite,1190536,1779
1780,horror,army camp eugenics piranha tent u.s.,Joe Dante,16.038604,a hideous death lurked unseen in the river...,Piranha,78087,1780
1781,action crime drama thriller,launcher punk revenge rocket vigilante,Michael Winner,12.829904,he's back in new york bringing justice to the streets...,Death Wish 3,89003,1781
1782,horror mystery,april canuxploitation college day derby elimination fool's friends holiday horror island movie murder party slasher teen,Fred Walton,10.301342,childish pranks turn into a bloody battle for survival!,April Fool's Day,90655,1782
